"Date","Network","Profile","Audience","Net Audience Growth","Audience Gained","Sent Messages (Total)","Published Posts (Total)","Received Messages (Total)","Impressions","Video Views","Engagements","Engagement Rate (per Impression)","Reactions","Comments","Shares","Post Link Clicks","Saves","Other Post Clicks","Other Engagements","Profile Actions","Sent posts (X)","Sent Quotes (X)","Sent @Replies (X)","Sent Direct Messages (X)","Sent Posts (Facebook)","Sent Ad Posts (Facebook)","Sent Comments (Facebook)","Sent Ad Comments (Facebook)","Sent Private Messages (Facebook)","Sent Posts (Instagram)","Sent Stories (Instagram)","Sent Reels (Instagram)","Sent Comments (Instagram)","Sent Ad Comments (Instagram)","Sent Posts (Threads)","Sent Quotes (Threads)","Sent Comments (Threads)","Sent Posts (LinkedIn)","Sent Comments (LinkedIn)","Sent Direct Messages (LinkedIn)","Sent Videos (TikTok)","Sent Comments (TikTok)","Sent Pins (Pinterest)","Sent Saves (Pinterest)","Sent Videos (YouTube)","Received Mentions (X)","Received Direct Messages (X)","Received Reposts (X)","Received Quotes (X)","Received New Follower Alerts (X)","Received Wall Posts (Facebook)","Received Comments (Facebook)","Received Ad Comments (Facebook)","Received Private Messages (Facebook)","Received Comments (Instagram)","Received Ad Comments (Instagram)","Received Mentions (Instagram)","Received Media Tags (Instagram)","Received Posts (Threads)","Received Comments (Threads)","Received Comments (LinkedIn)","Received Direct Messages (LinkedIn)","Sent Direct Messages (Instagram)","Received Direct Messages (Instagram)","Received Comments (TikTok)"
"10-25-2025","YouTube","FlyONT - Ontario International Airport","1,370","0","0","2","1","0","","2,672","30","","26","1","3","","","0","0","","","","","","","","","","","","","","0","","","","","","","","","","","","1","","","","","","","","","","0","","0","","","","","","","",""
"10-26-2025","X","'@flyONT","6,369","4","4","1","1","10","37","0","1","2.7%","0","0","0","0","","1","0","","0","0","1","0","","","","","","","","","0","","","","","","","","","","","","","4","5","0","0","1","","","","","0","","0","","","","","","","",""
"10-26-2025","Facebook","Ontario International Airport","28,115","29","","23","0","31","66,422","1,425","2,902","4.37%","151","65","9","170","","2,507","","0","","","","","0","0","19","3","1","","","","0","","","","","","","","","","","","","","","","","","0","26","5","0","0","","0","","","","","","","",""
"10-26-2025","Instagram","flyont","15,947","11","13","7","1","20","9,389","4,381","117","1.25%","96","4","9","","6","","","","","","","","","","","","","0","1","0","2","0","","","","","","","","","","","","","","","","","","","","","1","0","7","0","","","","","4","7",""
"10-26-2025","LinkedIn","Ontario International Airport","7,485","3","3","0","0","1","743","138","23","3.1%","15","1","1","6","","","","","","","","","","","","","","","","","0","","","","","0","0","0","","","","","","","","","","","","","","","0","","0","","","","1","0","","",""
"10-26-2025","TikTok","'@flyontairport","5,422","8","","2","0","2","4,870","4,870","198","4.07%","181","4","13","","","","","","","","","","","","","","","","","","0","","","","","","","","0","2","","","","","","","","","","","","","0","","0","","","","","","","","2"
"10-26-2025","YouTube","FlyONT - Ontario International Airport","1,370","2","2","0","0","0","","2,158","35","","27","2","4","","","0","2","","","","","","","","","","","","","","0","","","","","","","","","","","","0","","","","","","","","","","0","","0","","","","","","","",""
"10-27-2025","X","'@flyONT","6,368","-1","0","0","0","5","13","0","0","0%","0","0","0","0","","0","0","","0","0","0","0","","","","","","","","","0","","","","","","","","","","","","","2","3","0","0","0","","","","","0","","0","","","","","","","",""
"10-27-2025","Facebook","Ontario International Airport","28,120","5","","13","1","31","60,477","949","1,433","2.37%","181","38","3","16","","1,195","","0","","","","","1","0","7","5","0","","","","0","","","","","","","","","","","","","","","","","","1","20","6","4","0","","0","","","","","","","",""
"10-27-2025","Instagram","flyont","15,951","4","12","7","1","23","11,925","1,877","237","1.99%","206","11","11","","9","","","","","","","","","","","","","1","0","0","4","0","","","","","","","","","","","","","","","","","","","","","10","0","4","0","","","","","2","4",""
"10-27-2025","LinkedIn","Ontario International Airport","7,488","6","6","3","1","4","1,616","135","81","5.01%","49","6","0","26","","","","","","","","","","","","","","","","","0","","","","","1","2","0","","","","","","","","","","","","","","","0","","0","","","","4","0","","",""
"10-27-2025","TikTok","'@flyontairport","5,431","9","","0","0","4","2,453","2,453","87","3.55%","75","4","8","","","","","","","","","","","","","","","","","","0","","","","","","","","0","0","","","","","","","","","","","","","0","","0","","","","","","","","4"
"10-27-2025","YouTube","FlyONT - Ontario International Airport","1,370","1","1","0","0","0","","1,512","11","","9","0","2","","","0","0","","","","","","","","","","","","","","0","","","","","","","","","","","","0","","","","","","","","","","0","","0","","","","","","","",""
"10-28-2025","X","'@flyONT","6,367","-1","0","0","0","8","8","0","2","25%","1","0","0","0","","1","0","","0","0","0","0","","","","","","","","","0","","","","","","","","","","","","","3","5","0","0","0","","","","","0","","0","","","","","","","",""
"10-28-2025","Facebook","Ontario International Airport","28,135","15","","4","1","16","50,247","784","2,322","4.62%","214","23","4","0","","2,081","","0","","","","","1","0","2","1","0","","","","0","","","","","","","","","","","","","","","","","","1","9","6","0","0","","0","","","","","","","",""
"10-28-2025","Instagram","flyont","15,957","6","7","2","1","7","6,969","1,927","147","2.11%","122","9","9","","7","","","","","","","","","","","","","1","0","0","1","0","","","","","","","","","","","","","","","","","","","","","4","0","0","0","","","","","0","3",""
"10-28-2025","LinkedIn","Ontario International Airport","7,500","12","12","3","2","4","2,035","73","150","7.37%","63","5","2","80","","","","","","","","","","","","","","","","","0","","","","","2","1","0","","","","","","","","","","","","","","","0","","0","","","","4","0","","",""
"10-28-2025","TikTok","'@flyontairport","5,432","1","","0","0","1","2,259","2,259","67","2.97%","57","1","9","","","","","","","","","","","","","","","","","","0","","","","","","","","0","0","","","","","","","","","","","","","0","","0","","","","","","","","1"
"10-28-2025","YouTube","FlyONT - Ontario International Airport","1,370","-2","0","0","0","0","","1,442","6","","-2","0","8","","","0","0","","","","","","","","","","","","","","0","","","","","","","","","","","","0","","","","","","","","","","0","","0","","","","","","","",""
"10-29-2025","X","'@flyONT","6,368","1","1","1","1","6","10","0","0","0%","0","0","0","0","","0","0","","0","0","1","0","","","","","","","","","0","","","","","","","","","","","","","1","3","0","0","2","","","","","0","","0","","","","","","","",""
"10-29-2025","Facebook","Ontario International Airport","28,149","14","","2","2","9","47,464","944","645","1.36%","101","10","2","2","","530","","0","","","","","1","0","0","0","0","","","","0","","","","","","","","","","","","","","","","","","0","7","2","0","0","","0","","","","","","","",""
"10-29-2025","Instagram","flyont","15,959","2","13","4","4","15","8,230","2,076","89","1.08%","78","3","6","","2","","","","","","","","","","","","","1","2","1","0","0","","","","","","","","","","","","","","","","","","","","","5","0","4","1","","","","","0","3",""
"10-29-2025","LinkedIn","Ontario International Airport","7,503","8","8","1","1","2","1,401","92","159","11.35%","42","2","0","115","","","","","","","","","","","","","","","","","0","","","","","1","0","0","","","","","","","","","","","","","","","0","","0","","","","2","0","","",""
"10-29-2025","TikTok","'@flyontairport","5,433","1","","2","2","3","3,002","3,002","99","3.3%","94","3","2","","","","","","","","","","","","","","","","","","0","","","","","","","","2","0","","","","","","","","","","","","","0","","0","","","","","","","","3"
"10-29-2025","YouTube","FlyONT - Ontario International Airport","1,370","1","1","2","1","0","","1,895","18","","14","0","3","","","0","1","","","","","","","","","","","","","","0","","","","","","","","","","","","1","","","","","","","","","","0","","0","","","","","","","",""
"10-30-2025","X","'@flyONT","6,369","1","1","0","0","8","15","0","1","6.67%","1","0","0","0","","0","0","","0","0","0","0","","","","","","","","","0","","","","","","","","","","","","","1","6","0","0","1","","","","","0","","0","","","","","","","",""
"10-30-2025","Facebook","Ontario International Airport","28,154","5","","4","1","17","39,317","651","356","0.91%","49","15","1","3","","288","","0","","","","","1","0","3","0","0","","","","0","","","","","","","","","","","","","","","","","","1","13","3","0","0","","0","","","","","","","",""
"10-30-2025","Instagram","flyont","15,964","5","8","4","2","7","6,278","1,612","58","0.92%","36","2","15","","3","","","","","","","","","","","","","0","2","0","2","0","","","","","","","","","","","","","","","","","","","","","2","0","2","0","","","","","0","1",""
"10-30-2025","LinkedIn","Ontario International Airport","7,508","5","5","1","1","2","773","66","22","2.85%","14","2","0","6","","","","","","","","","","","","","","","","","0","","","","","1","0","0","","","","","","","","","","","","","","","0","","0","","","","2","0","","",""
"10-30-2025","TikTok","'@flyontairport","5,438","5","","0","0","5","1,922","1,922","83","4.32%","71","2","10","","","","","","","","","","","","","","","","","","0","","","","","","","","0","0","","","","","","","","","","","","","0","","0","","","","","","","","5"
"10-30-2025","YouTube","FlyONT - Ontario International Airport","1,370","0","1","0","0","0","","1,479","20","","11","0","8","","","0","1","","","","","","","","","","","","","","0","","","","","","","","","","","","0","","","","","","","","","","0","","0","","","","","","","",""
"10-31-2025","X","'@flyONT","6,368","-1","0","0","0","6","21","0","0","0%","0","0","0","0","","0","0","","0","0","0","0","","","","","","","","","0","","","","","","","","","","","","","3","3","0","0","0","","","","","0","","0","","","","","","","",""
"10-31-2025","Facebook","Ontario International Airport","28,162","8","","3","2","8","35,950","468","145","0.4%","30","8","1","6","","100","","0","","","","","2","0","0","1","0","","","","0","","","","","","","","","","","","","","","","","","0","6","2","0","0","","0","","","","","","","",""
"10-31-2025","Instagram","flyont","15,967","3","11","12","6","25","13,002","2,117","129","0.99%","101","4","17","","2","","","","","","","","","","","","","1","4","1","1","0","","","","","","","","","","","","","","","","","","","","","3","0","5","0","","","","","5","12",""
"10-31-2025","LinkedIn","Ontario International Airport","7,510","7","7","1","1","0","826","53","128","15.5%","32","0","0","96","","","","","","","","","","","","","","","","","0","","","","","1","0","0","","","","","","","","","","","","","","","0","","0","","","","0","0","","",""
"10-31-2025","TikTok","'@flyontairport","5,438","0","","2","1","3","2,534","2,534","67","2.64%","59","4","4","","","","","","","","","","","","","","","","","","0","","","","","","","","1","1","","","","","","","","","","","","","0","","0","","","","","","","","3"
"10-31-2025","YouTube","FlyONT - Ontario International Airport","1,370","1","1","2","1","0","","3,949","39","","32","0","6","","","0","1","","","","","","","","","","","","","","0","","","","","","","","","","","","1","","","","","","","","","","0","","0","","","","","","","",""
"11-01-2025","X","'@flyONT","6,368","0","0","5","5","8","724","0","61","8.43%","2","5","0","0","","54","0","","1","0","4","0","","","","","","","","","0","","","","","","","","","","","","","2","4","0","0","2","","","","","0","","0","","","","","","","",""
"11-01-2025","Facebook","Ontario International Airport","28,158","-4","","7","3","20","19,408","836","942","4.85%","202","17","7","4","","712","","0","","","","","2","0","3","1","0","","","","0","","","","","","","","","","","","","","","","","","0","13","0","7","0","","0","","","","","","","",""
"11-01-2025","Instagram","flyont","15,976","9","19","15","10","60","33,032","4,104","365","1.1%","261","20","64","","10","","","","","","","","","","","","","0","9","1","5","0","","","","","","","","","","","","","","","","","","","","","24","0","1","2","","","","","0","25",""
"11-01-2025","LinkedIn","Ontario International Airport","7,516","3","3","1","1","0","1,588","180","183","11.52%","64","0","1","118","","","","","","","","","","","","","","","","","0","","","","","1","0","0","","","","","","","","","","","","","","","0","","0","","","","0","0","","",""
"11-01-2025","TikTok","'@flyontairport","5,440","2","","3","1","2","2,701","2,701","109","4.04%","100","4","5","","","","","","","","","","","","","","","","","","0","","","","","","","","1","2","","","","","","","","","","","","","0","","0","","","","","","","","2"
"11-01-2025","YouTube","FlyONT - Ontario International Airport","1,380","2","3","2","1","0","","6,699","47","","37","0","8","","","0","2","","","","","","","","","","","","","","0","","","","","","","","","","","","1","","","","","","","","","","0","","0","","","","","","","",""
"11-02-2025","X","'@flyONT","6,366","-2","0","1","1","2","176","0","16","9.09%","5","0","5","0","","6","0","","0","0","1","0","","","","","","","","","0","","","","","","","","","","","","","0","1","0","0","1","","","","","0","","0","","","","","","","",""
"11-02-2025","Facebook","Ontario International Airport","28,160","2","","4","0","11","9,111","778","355","3.9%","117","9","9","5","","215","","0","","","","","0","0","4","0","0","","","","0","","","","","","","","","","","","","","","","","","0","9","0","2","0","","0","","","","","","","",""
"11-02-2025","Instagram","flyont","15,967","-9","19","19","0","15","8,192","3,013","114","1.39%","86","15","8","","5","","","","","","","","","","","","","0","0","0","16","0","","","","","","","","","","","","","","","","","","","","","4","0","0","0","","","","","3","9",""
"11-02-2025","LinkedIn","Ontario International Airport","7,518","2","2","3","0","3","1,256","381","74","5.89%","51","4","1","18","","","","","","","","","","","","","","","","","0","","","","","0","2","1","","","","","","","","","","","","","","","0","","0","","","","2","1","","",""
"11-02-2025","TikTok","'@flyontairport","5,450","10","","2","0","5","2,816","2,816","133","4.72%","118","7","8","","","","","","","","","","","","","","","","","","0","","","","","","","","0","2","","","","","","","","","","","","","0","","0","","","","","","","","5"
"11-02-2025","YouTube","FlyONT - Ontario International Airport","1,380","2","2","0","0","0","","1,867","23","","16","0","5","","","0","2","","","","","","","","","","","","","","0","","","","","","","","","","","","0","","","","","","","","","","0","","0","","","","","","","",""
"11-03-2025","X","'@flyONT","6,367","1","1","1","1","9","116","0","9","7.76%","0","0","0","0","","9","0","","0","0","1","0","","","","","","","","","0","","","","","","","","","","","","","3","4","0","0","2","","","","","0","","0","","","","","","","",""
"11-03-2025","Facebook","Ontario International Airport","28,178","18","","3","2","8","18,278","1,757","390","2.13%","185","8","6","32","","159","","0","","","","","1","0","1","0","0","","","","0","","","","","","","","","","","","","","","","","","2","6","0","0","0","","0","","","","","","","",""
"11-03-2025","Instagram","flyont","15,989","22","22","21","7","54","14,497","3,670","442","3.05%","353","37","23","","22","","","","","","","","","","","","","1","5","1","9","0","","","","","","","","","","","","","","","","","","","","","22","0","2","0","","","","","5","23",""
"11-03-2025","LinkedIn","Ontario International Airport","7,520","4","4","2","2","3","2,054","196","146","7.11%","102","2","2","40","","","","","","","","","","","","","","","","","0","","","","","2","0","0","","","","","","","","","","","","","","","0","","0","","","","2","0","","",""
"11-03-2025","TikTok","'@flyontairport","5,453","3","","2","2","2","4,040","4,040","120","2.97%","110","2","8","","","","","","","","","","","","","","","","","","0","","","","","","","","2","0","","","","","","","","","","","","","0","","0","","","","","","","","2"
"11-03-2025","YouTube","FlyONT - Ontario International Airport","1,380","4","4","2","1","0","","3,093","37","","20","2","11","","","0","4","","","","","","","","","","","","","","0","","","","","","","","","","","","1","","","","","","","","","","0","","0","","","","","","","",""
"11-04-2025","X","'@flyONT","6,371","4","4","0","0","9","94","0","8","8.51%","0","0","0","0","","8","0","","0","0","0","0","","","","","","","","","0","","","","","","","","","","","","","4","4","0","0","1","","","","","0","","0","","","","","","","",""
"11-04-2025","Facebook","Ontario International Airport","28,190","12","","7","1","6","16,986","1,331","822","4.84%","239","15","8","21","","539","","0","","","","","1","2","4","0","0","","","","0","","","","","","","","","","","","","","","","","","2","4","0","0","0","","0","","","","","","","",""
"11-04-2025","Instagram","flyont","16,005","16","26","15","8","48","24,680","3,585","685","2.78%","575","21","53","","18","","","","","","","","","","","","","1","7","0","4","0","","","","","","","","","","","","","","","","","","","","","16","0","1","0","","","","","3","23",""
"11-04-2025","LinkedIn","Ontario International Airport","7,526","10","10","2","0","4","0","338","0","0%","0","0","0","0","","","","","","","","","","","","","","","","","0","","","","","0","2","0","","","","","","","","","","","","","","","0","","0","","","","4","0","","",""
"11-04-2025","TikTok","'@flyontairport","5,465","12","","2","0","5","3,495","3,495","112","3.2%","101","5","6","","","","","","","","","","","","","","","","","","0","","","","","","","","0","2","","","","","","","","","","","","","0","","0","","","","","","","","5"
"11-04-2025","YouTube","FlyONT - Ontario International Airport","1,380","0","1","0","0","0","","1,548","17","","9","1","6","","","0","1","","","","","","","","","","","","","","0","","","","","","","","","","","","0","","","","","","","","","","0","","0","","","","","","","",""
"11-05-2025","X","'@flyONT","6,373","2","2","0","0","14","206","0","17","8.25%","0","0","0","0","","17","0","","0","0","0","0","","","","","","","","","0","","","","","","","","","","","","","5","4","0","0","5","","","","","0","","0","","","","","","","",""
"11-05-2025","Facebook","Ontario International Airport","28,200","10","","2","1","8","18,650","449","867","4.65%","93","1","2","4","","767","","0","","","","","1","0","0","1","0","","","","0","","","","","","","","","","","","","","","","","","2","3","2","1","0","","0","","","","","","","",""
"11-05-2025","Instagram","flyont","16,021","16","24","36","1","55","15,884","905","188","1.18%","129","2","41","","11","","","","","","","","","","","","","0","1","0","2","0","","","","","","","","","","","","","","","","","","","","","4","0","7","2","","","","","33","42",""
"11-05-2025","LinkedIn","Ontario International Airport","7,539","7","7","1","0","1","1,062","114","63","5.93%","45","2","1","15","","","","","","","","","","","","","","","","","0","","","","","0","1","0","","","","","","","","","","","","","","","0","","0","","","","1","0","","",""
"11-05-2025","TikTok","'@flyontairport","5,468","3","","0","0","0","2,541","2,541","82","3.23%","65","4","13","","","","","","","","","","","","","","","","","","0","","","","","","","","0","0","","","","","","","","","","","","","0","","0","","","","","","","","0"
"11-05-2025","YouTube","FlyONT - Ontario International Airport","1,380","0","1","0","0","0","","1,426","24","","16","0","7","","","0","1","","","","","","","","","","","","","","0","","","","","","","","","","","","0","","","","","","","","","","0","","0","","","","","","","",""
"11-06-2025","X","'@flyONT","6,376","3","3","2","2","19","465","0","38","8.17%","3","0","0","0","","35","0","","1","0","1","0","","","","","","","","","0","","","","","","","","","","","","","2","4","0","1","12","","","","","0","","0","","","","","","","",""
"11-06-2025","Facebook","Ontario International Airport","28,227","27","","2","1","19","19,924","378","408","2.05%","90","5","4","5","","304","","0","","","","","1","0","1","0","0","","","","0","","","","","","","","","","","","","","","","","","0","14","0","5","0","","0","","","","","","","",""
"11-06-2025","Instagram","flyont","16,123","102","159","7","3","24","25,382","882","57","0.22%","33","2","13","","7","","","","","","","","","","","","","1","2","0","1","0","","","","","","","","","","","","","","","","","","","","","6","0","4","1","","","","","3","10",""
"11-06-2025","LinkedIn","Ontario International Airport","7,545","5","5","0","0","0","683","150","56","8.2%","26","-3","0","33","","","","","","","","","","","","","","","","","0","","","","","0","0","0","","","","","","","","","","","","","","","0","","0","","","","0","0","","",""
"11-06-2025","TikTok","'@flyontairport","5,471","3","","0","0","1","2,605","2,605","135","5.18%","119","2","14","","","","","","","","","","","","","","","","","","0","","","","","","","","0","0","","","","","","","","","","","","","0","","0","","","","","","","","1"
"11-06-2025","YouTube","FlyONT - Ontario International Airport","1,380","0","1","2","1","0","","1,663","14","","12","0","1","","","0","1","","","","","","","","","","","","","","0","","","","","","","","","","","","1","","","","","","","","","","0","","0","","","","","","","",""
"11-07-2025","X","'@flyONT","6,383","7","7","1","1","47","15,225","1","1,183","7.77%","42","15","15","19","","1,092","0","","1","0","0","0","","","","","","","","","0","","","","","","","","","","","","","28","3","12","1","3","","","","","0","","0","","","","","","","",""
"11-07-2025","Facebook","Ontario International Airport","28,254","27","","4","0","12","19,883","314","1,316","6.62%","116","9","7","2","","1,182","","0","","","","","0","0","3","0","1","","","","0","","","","","","","","","","","","","","","","","","0","7","1","4","0","","0","","","","","","","",""
"11-07-2025","Instagram","flyont","16,255","132","132","10","2","24","18,489","744","372","2.01%","283","9","67","","10","","","","","","","","","","","","","0","2","0","2","0","","","","","","","","","","","","","","","","","","","","","1","0","4","1","","","","","6","15",""
"11-07-2025","LinkedIn","Ontario International Airport","7,549","7","7","0","0","1","489","56","31","6.34%","17","1","0","13","","","","","","","","","","","","","","","","","0","","","","","0","0","0","","","","","","","","","","","","","","","0","","0","","","","1","0","","",""
"11-07-2025","TikTok","'@flyontairport","5,475","4","","0","0","1","2,201","2,201","65","2.95%","55","1","9","","","","","","","","","","","","","","","","","","0","","","","","","","","0","0","","","","","","","","","","","","","0","","0","","","","","","","","1"
"11-07-2025","YouTube","FlyONT - Ontario International Airport","1,380","0","0","0","0","0","","1,514","10","","7","0","3","","","0","0","","","","","","","","","","","","","","0","","","","","","","","","","","","0","","","","","","","","","","0","","0","","","","","","","",""
"11-08-2025","X","'@flyONT","6,388","5","5","0","0","12","1,585","1","100","6.31%","5","0","2","4","","88","1","","0","0","0","0","","","","","","","","","0","","","","","","","","","","","","","2","4","1","0","5","","","","","0","","0","","","","","","","",""
"11-08-2025","Facebook","Ontario International Airport","28,256","2","","2","0","3","20,028","182","416","2.08%","32","2","5","0","","377","","0","","","","","0","0","0","1","1","","","","0","","","","","","","","","","","","","","","","","","0","1","0","2","0","","0","","","","","","","",""
"11-08-2025","Instagram","flyont","16,399","144","144","3","0","16","8,866","516","61","0.69%","43","0","16","","2","","","","","","","","","","","","","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","0","0","2","3","","","","","3","3",""
"11-08-2025","LinkedIn","Ontario International Airport","7,555","4","4","0","0","0","0","28","0","0%","0","0","0","0","","","","","","","","","","","","","","","","","0","","","","","0","0","0","","","","","","","","","","","","","","","0","","0","","","","0","0","","",""
"11-08-2025","TikTok","'@flyontairport","5,483","8","","0","0","0","2,091","2,091","47","2.25%","45","0","2","","","","","","","","","","","","","","","","","","0","","","","","","","","0","0","","","","","","","","","","","","","0","","0","","","","","","","","0"
"11-08-2025","YouTube","FlyONT - Ontario International Airport","1,380","0","0","0","0","0","","1,395","15","","11","0","4","","","0","0","","","","","","","","","","","","","","0","","","","","","","","","","","","0","","","","","","","","","","0","","0","","","","","","","",""
"11-09-2025","X","'@flyONT","6,391","3","3","0","0","11","451","0","31","6.87%","0","1","1","0","","29","0","","0","0","0","0","","","","","","","","","0","","","","","","","","","","","","","5","2","1","0","3","","","","","0","","0","","","","","","","",""
"11-09-2025","Facebook","Ontario International Airport","28,264","8","","0","0","13","52,195","188","125","0.24%","28","1","1","2","","93","","0","","","","","0","0","0","0","0","","","","0","","","","","","","","","","","","","","","","","","0","6","5","2","0","","0","","","","","","","",""
"11-09-2025","Instagram","flyont","16,435","36","36","5","2","10","10,161","370","40","0.39%","27","7","1","","2","","","","","","","","","","","","","0","2","0","2","0","","","","","","","","","","","","","","","","","","","","","5","0","0","1","","","","","1","3",""
"11-09-2025","LinkedIn","Ontario International Airport","7,556","3","3","0","0","0","268","30","8","2.99%","4","0","0","4","","","","","","","","","","","","","","","","","0","","","","","0","0","0","","","","","","","","","","","","","","","0","","0","","","","0","0","","",""
"11-09-2025","TikTok","'@flyontairport","5,485","2","","0","0","3","1,992","1,992","51","2.56%","41","3","7","","","","","","","","","","","","","","","","","","0","","","","","","","","0","0","","","","","","","","","","","","","0","","0","","","","","","","","3"
"11-09-2025","YouTube","FlyONT - Ontario International Airport","1,380","2","2","0","0","0","","1,679","25","","17","0","7","","","0","1","","","","","","","","","","","","","","0","","","","","","","","","","","","0","","","","","","","","","","0","","0","","","","","","","",""
"11-10-2025","X","'@flyONT","6,393","2","2","1","1","13","316","0","46","14.56%","0","0","0","0","","46","0","","1","0","0","0","","","","","","","","","0","","","","","","","","","","","","","5","6","0","0","2","","","","","0","","0","","","","","","","",""
"11-10-2025","Facebook","Ontario International Airport","28,269","5","","4","0","18","64,537","164","97","0.15%","12","7","0","0","","78","","0","","","","","0","0","2","2","0","","","","0","","","","","","","","","","","","","","","","","","0","2","11","5","0","","0","","","","","","","",""
"11-10-2025","Instagram","flyont","16,454","19","19","8","3","27","16,988","445","79","0.47%","71","2","5","","0","","","","","","","","","","","","","1","2","0","0","0","","","","","","","","","","","","","","","","","","","","","2","0","3","1","","","","","5","16",""
"11-10-2025","LinkedIn","Ontario International Airport","7,563","8","8","0","0","0","385","88","15","3.9%","15","0","0","0","","","","","","","","","","","","","","","","","0","","","","","0","0","0","","","","","","","","","","","","","","","0","","0","","","","0","0","","",""
"11-10-2025","TikTok","'@flyontairport","5,488","3","","0","0","0","1,813","1,813","52","2.87%","43","0","9","","","","","","","","","","","","","","","","","","0","","","","","","","","0","0","","","","","","","","","","","","","0","","0","","","","","","","","0"
"11-10-2025","YouTube","FlyONT - Ontario International Airport","1,380","0","0","0","0","0","","1,381","13","","10","0","3","","","0","0","","","","","","","","","","","","","","0","","","","","","","","","","","","0","","","","","","","","","","0","","0","","","","","","","",""
"11-11-2025","X","'@flyONT","6,396","3","3","0","0","4","184","1","18","9.78%","1","0","1","0","","16","0","","0","0","0","0","","","","","","","","","0","","","","","","","","","","","","","0","2","0","0","2","","","","","0","","0","","","","","","","",""
"11-11-2025","Facebook","Ontario International Airport","28,291","22","","4","1","10","57,901","237","38","0.07%","8","0","0","2","","28","","0","","","","","1","0","0","1","2","","","","0","","","","","","","","","","","","","","","","","","0","2","7","1","0","","0","","","","","","","",""
"11-11-2025","Instagram","flyont","16,464","10","43","9","3","29","18,574","358","235","1.27%","201","7","19","","7","","","","","","","","","","","","","2","1","0","3","0","","","","","","","","","","","","","","","","","","","","","9","0","3","1","","","","","3","13",""
"11-11-2025","LinkedIn","Ontario International Airport","7,567","1","1","0","0","0","404","86","8","1.98%","8","0","0","0","","","","","","","","","","","","","","","","","0","","","","","0","0","0","","","","","","","","","","","","","","","0","","0","","","","0","0","","",""
"11-11-2025","TikTok","'@flyontairport","5,490","2","","0","0","3","2,218","2,218","73","3.29%","62","3","8","","","","","","","","","","","","","","","","","","0","","","","","","","","0","0","","","","","","","","","","","","","0","","0","","","","","","","","3"
"11-11-2025","YouTube","FlyONT - Ontario International Airport","1,390","1","1","0","0","0","","1,327","12","","9","0","2","","","0","1","","","","","","","","","","","","","","0","","","","","","","","","","","","0","","","","","","","","","","0","","0","","","","","","","",""
"11-12-2025","X","'@flyONT","6,397","1","1","2","2","8","128","0","9","7.03%","1","1","0","0","","7","0","","0","0","2","0","","","","","","","","","0","","","","","","","","","","","","","5","2","0","0","1","","","","","0","","0","","","","","","","",""
"11-12-2025","Facebook","Ontario International Airport","28,303","12","","7","1","10","52,979","97","127","0.24%","65","2","1","0","","59","","0","","","","","1","0","0","6","0","","","","0","","","","","","","","","","","","","","","","","","1","0","6","3","0","","0","","","","","","","",""
"11-12-2025","Instagram","flyont","16,500","36","36","7","4","52","14,755","338","131","0.89%","107","6","9","","6","","","","","","","","","","","","","1","3","0","1","0","","","","","","","","","","","","","","","","","","","","","3","0","7","1","","","","","2","38",""
"11-12-2025","LinkedIn","Ontario International Airport","7,567","6","6","2","2","1","1,066","70","23","2.16%","17","1","1","4","","","","","","","","","","","","","","","","","0","","","","","2","0","0","","","","","","","","","","","","","","","0","","0","","","","1","0","","",""
"11-12-2025","TikTok","'@flyontairport","5,494","4","","1","0","2","2,003","2,003","50","2.5%","39","3","8","","","","","","","","","","","","","","","","","","0","","","","","","","","0","1","","","","","","","","","","","","","0","","0","","","","","","","","2"
"11-12-2025","YouTube","FlyONT - Ontario International Airport","1,390","1","1","0","0","0","","1,370","22","","20","0","1","","","0","1","","","","","","","","","","","","","","0","","","","","","","","","","","","0","","","","","","","","","","0","","0","","","","","","","",""
"11-13-2025","X","'@flyONT","6,397","0","0","0","0","15","62","0","3","4.84%","1","1","0","0","","1","0","","0","0","0","0","","","","","","","","","0","","","","","","","","","","","","","10","3","0","0","2","","","","","0","","0","","","","","","","",""
"11-13-2025","Facebook","Ontario International Airport","28,306","3","","12","0","17","59,192","3,930","73","0.12%","26","2","2","4","","39","","0","","","","","0","3","1","3","5","","","","0","","","","","","","","","","","","","","","","","","2","1","10","4","0","","0","","","","","","","",""
"11-13-2025","Instagram","flyont","16,518","18","18","28","14","49","22,121","465","84","0.38%","52","1","6","","3","","","","","","","","","","","","","0","14","0","2","0","","","","","","","","","","","","","","","","","","","","","1","0","7","0","","","","","12","36",""
"11-13-2025","LinkedIn","Ontario International Airport","7,575","11","11","0","0","1","485","67","8","1.65%","7","1","0","0","","","","","","","","","","","","","","","","","0","","","","","0","0","0","","","","","","","","","","","","","","","0","","0","","","","1","0","","",""
"11-13-2025","TikTok","'@flyontairport","5,493","-1","","0","0","1","1,719","1,719","39","2.27%","36","1","2","","","","","","","","","","","","","","","","","","0","","","","","","","","0","0","","","","","","","","","","","","","0","","0","","","","","","","","1"
"11-13-2025","YouTube","FlyONT - Ontario International Airport","1,390","2","2","0","0","0","","1,385","20","","12","0","6","","","0","2","","","","","","","","","","","","","","0","","","","","","","","","","","","0","","","","","","","","","","0","","0","","","","","","","",""
