year,month_num,month,date,airline_raw,airline,passengers,source_sheet
2025,8,Aug,2025-08-01,United Air Lines Inc,United Airlines,66259,2025
2025,9,Sep,2025-09-01,United Air Lines Inc,United Airlines,63990,2025
2025,10,Oct,2025-10-01,United Air Lines Inc,United Airlines,67773,2025
2025,11,Nov,2025-11-01,United Air Lines Inc,United Airlines,53303,2025
2025,12,Dec,2025-12-01,United Air Lines Inc,United Airlines,51315,2025
2025,1,Jan,2025-01-01,Starlux Airlines,Starlux Airlines,,2025
2025,2,Feb,2025-02-01,Starlux Airlines,Starlux Airlines,,2025
2025,3,Mar,2025-03-01,Starlux Airlines,Starlux Airlines,,2025
2025,4,Apr,2025-04-01,Starlux Airlines,Starlux Airlines,,2025
2025,5,May,2025-05-01,Starlux Airlines,Starlux Airlines,,2025
2025,6,Jun,2025-06-01,Starlux Airlines,Starlux Airlines,7743,2025
2025,7,Jul,2025-07-01,Starlux Airlines,Starlux Airlines,7930,2025
2025,8,Aug,2025-08-01,Starlux Airlines,Starlux Airlines,7569,2025
2025,9,Sep,2025-09-01,Starlux Airlines,Starlux Airlines,5937,2025
2025,10,Oct,2025-10-01,Starlux Airlines,Starlux Airlines,7062,2025
2025,11,Nov,2025-11-01,Starlux Airlines,Starlux Airlines,7300,2025
2025,12,Dec,2025-12-01,Starlux Airlines,Starlux Airlines,8404,2025
2026,1,Jan,2026-01-01,Alaska Airlines,Alaska Airlines,53856,2026
2026,1,Jan,2026-01-01,American Airlines,American Airlines,77019,2026
2026,1,Jan,2026-01-01,Avelo Airlines,Avelo Airlines,,2026
2026,1,Jan,2026-01-01,Avianca,Avianca,5937,2026
2026,1,Jan,2026-01-01,China Airlines,China Airlines,18611,2026
2026,1,Jan,2026-01-01,Delta Air Lines,Delta Air Lines,44952,2026
2026,1,Jan,2026-01-01,Frontier Airlines,Frontier Airlines,36676,2026
2026,1,Jan,2026-01-01,Hawaiian Airlines,Hawaiian Airlines,,2026
2026,1,Jan,2026-01-01,Starlux,Starlux Airlines,9398,2026
2026,1,Jan,2026-01-01,Southwest Airlines,Southwest Airlines,170581,2026
2026,1,Jan,2026-01-01,United Airlines,United Airlines,43082,2026
2026,1,Jan,2026-01-01,Volaris,Volaris,32335,2026
2026,1,Jan,2026-01-01,All Others,All Others,448,2026
